incident_id,_anchor,facility_id,attack_type_de,result_de,description_de,full_discription_de
INC-113,Al-Shifa Medical Complex,FAC-000,Invasion / Bodenangriff,"Das Krankenhaus wurde um den 18. November für vollständig außer Betrieb erklärt.
179 Leichen wurden am 15. November in einem Massengrab auf dem Gelände beigesetzt.
31 Frühgeborene wurden am 19. November nach Rafah evakuiert, fünf von ihnen waren bereits verstorben.
Am 20./21. November befanden sich noch 25 Gesundheitspersonal und 259 Patienten im Krankenhaus. Das Krankenhaus ist nicht vollständig zerstört, sondern teilweise noch intakt, aber außer Betrieb.","Am 11. November kappten israelische Streitkräfte die Treibstoff- und Stromversorgung des Al-Shifa-Krankenhauses, was zum Tod von Patienten, darunter Frühgeborenen, deren lebenserhaltende Maßnahmen ausfielen, führte. Berichten zufolge schossen Scharfschützen in der Nähe des Krankenhauses auf flüchtende Menschen. Am 15. November drangen Truppen und Panzer offiziell in das Gelände ein und durchsuchten verschiedene Bereiche, wobei sie Personen verhörten. Die Operation dauerte mindestens acht Tage. Am 18. November war das Krankenhaus vollständig außer Betrieb. Auf dem Gelände wurde ein Massengrab für 179 Leichen ausgehoben, die nicht geborgen werden konnten. Frühgeborene wurden schließlich am 19. November evakuiert, fünf von ihnen waren jedoch bereits verstorben. Der Krankenhausdirektor und Sanitäter wurden festgenommen.",
INC-114,Al-Shifa Medical Complex,FAC-000,Streiks,Streiks am 17. und 18. am Eingangstor und in der chirurgischen Abteilung.,"Am 17. Dezember wurden im Al-Shifa-Krankenhaus in Gaza-Stadt Berichten zufolge mindestens 31 Menschen getötet. Drei Personen wurden demnach auf dem Krankenhausgelände erschossen und verletzt, drei weitere wurden verletzt, als sie in der Nähe des Krankenhaustors Wasser holen wollten. Am frühen Morgen des 18. Dezember wurde das Al-Shifa-Krankenhaus erneut angegriffen, diesmal mit Treffern am Eingangstor und im Operationssaal. Berichten zufolge starben dabei fünf Menschen, darunter Kinder. Gegen 10:30 Uhr wurde das Krankenhaus, in dem Binnenvertriebene Schutz gesucht hatten, erneut angegriffen. Dabei wurden Berichten zufolge 26 Palästinenser getötet und weitere verletzt.",
INC-115,Al-Shifa Medical Complex,FAC-000,Invasion / Bodenangriff,"Krankenhaus vollständig zerstört – in Trümmern, dauerhaft außer Betrieb. Alle Gebäude und Abteilungen zerstört. Rund 1.050 umliegende Häuser niedergebrannt oder beschädigt. Gaza verlor sein einziges Lehrkrankenhaus – 750 Betten, 26 Operationssäle, das jährlich 250.000 Menschen versorgte. Die WHO nannte es „einen schweren Schlag gegen das Gesundheitssystem in Gaza“. Nur noch 10 Krankenhäuser in ganz Gaza sind nach dieser Katastrophe teilweise funktionsfähig.","Am 18. März 2024 drangen israelische Streitkräfte in das Al-Shifa-Krankenhaus in Gaza-Stadt ein, das größte Krankenhaus im Gazastreifen. Laut israelischen Angaben hatte sich die Hamas dort neu formiert. Die Operation dauerte 14 Tage und endete am 1. April 2024 mit dem Abzug der israelischen Streitkräfte. Während der Operation kam es innerhalb und um das Krankenhaus zu heftigen Kämpfen. Medizinisches Personal und Patienten waren in einem Gebäude eingeschlossen und hatten weder Zugang zu Nahrungsmitteln noch zu sauberem Wasser oder funktionierenden Toiletten. Zivilschutzteams wurden daran gehindert, den Verwundeten zu helfen. Als die israelischen Streitkräfte am 1. April abzogen, war das Krankenhaus vollständig zerstört und konnte nicht mehr als solches genutzt werden.",
INC-116,Al-Shifa Medical Complex,FAC-000,Belagerung / Invasion,"Die Weltgesundheitsorganisation berichtet, dass das Krankenhaus nun in Trümmern liegt.",,
INC-117,Al-Shifa Medical Complex,FAC-000,"Bombardierung, Kampfgebiet",Bei einem Brand am Eingang des Gebäudes der chirurgischen Abteilung kam es zu mehreren Todesopfern und Verletzten.,"Am Eingang des Gebäudes der chirurgischen Abteilung brach ein Feuer aus, das mehrere Todesopfer und Verletzte forderte.",
INC-118,Al-Shifa Medical Complex,FAC-000,Belagerung / Invasion,"21 Patienten starben infolge der Zwangsumsiedlung und der Verweigerung medizinischer Versorgung während des Angriffs; etwa 16 davon waren Intensivpatienten, die nach dem Transport ohne Ausrüstung starben.","Während der zweiwöchigen Razzia im Al-Shifa-Krankenhaus berichtete die WHO von 21 Patienten, die starben, nachdem sie mehrfach verlegt und ohne medizinische Versorgung festgehalten worden waren. 16 Intensivpatienten starben, nachdem sie zwangsweise verlegt worden waren, da dem Personal die Ausrüstung für ihre Behandlung fehlte.",
INC-119,Beit Hanoun Hospital,FAC-013,Zerstört,"Krankenhaus beschädigt, Patienten mussten evakuiert werden","Laut WHO war es eines von vier Krankenhäusern im nördlichen Gazastreifen, die evakuiert werden mussten.",
INC-120,Beit Hanoun Hospital,FAC-013,Luftangriff (Umgebung),"Krankenhaus unzugänglich, Krankenwagen getroffen, 4 Rettungssanitäter getötet","In den vergangenen 24 Stunden wurden Gebiete in der Nähe des Krankenhauses Beit Hanoun und einer Gesundheitseinrichtung in Gaza-Stadt aus der Luft angegriffen. Die umliegenden Gebiete beider Einrichtungen wurden beschädigt und sind nun unzugänglich. Der Palästinensische Rote Halbmond (PRCS) berichtete, dass vier seiner Sanitäter im Dienst getötet wurden, als ein Krankenwagen in der Gegend von Beit Hanoun angegriffen wurde. Seit dem 7. Oktober hat die Weltgesundheitsorganisation (WHO) 33 Angriffe dokumentiert, bei denen elf medizinische Fachkräfte getötet und 16 weitere verletzt wurden. 18 Gesundheitseinrichtungen und 20 Krankenwagen waren betroffen.",
INC-121,Gaza European Hospital,FAC-010,Bombardierung (Umgebung),Zugang zur Gesundheitsversorgung behindert; Rettungssanitäter bei Angriff auf Krankenwagen verletzt; Krankenhausbetrieb durch anhaltende Bombardierungen beeinträchtigt,"Die Umgebung des Europäischen Gaza-Krankenhauses in Khan Younis wurde vom 8. bis 10. Dezember 2023 mindestens drei Tage in Folge wiederholt bombardiert, wodurch Dutzende Verletzte nicht medizinisch versorgt werden konnten. Das Krankenhaus bot rund 70.000 Binnenvertriebenen Schutz. Am 9. Dezember geriet ein Krankenwagen in der Nähe des Krankenhauses Berichten zufolge unter Beschuss israelischer Streitkräfte.",
INC-122,Gaza European Hospital,FAC-010,Belagerung,"Im Krankenhaus war das Wasser ausgegangen, was 400 Patienten und Tausende von Binnenvertriebenen betraf.","Am 14. November berichtete ein Medienbericht, dass die Pflegedienstleitung des Europäischen Gaza-Krankenhauses mitgeteilt habe, dem Krankenhaus sei das Wasser ausgegangen. Dies betreffe über 400 Patienten und Tausende von Binnenvertriebenen, die auf dem Gelände Schutz suchten.",
INC-123,Gaza European Hospital,FAC-010,Streiks-Umgebung,Krankenhausbereich getroffen,"Die Gebiete um das Al-Amal-Krankenhaus und das Europäische Gaza-Krankenhaus in Khan Younis wurden während der anhaltenden Kampfhandlungen getroffen. Berichten zufolge flogen Granatsplitter in nahegelegene medizinische Einrichtungen und lösten Angst und Panik unter Patienten und Vertriebenen aus, die in der Nähe Schutz suchten.",
INC-124,Gaza European Hospital,FAC-010,Umgebung von Luftangriffen,"Die Zahl der verletzten Zivilisten ist unbestätigt, fünf Menschen wurden getötet. Ob es sich um fünf Todesfälle handelt, ist nicht bestätigt.",Ein Luftangriff ereignete sich in der Nähe des Europäischen Gaza-Krankenhauses in Khan Younis; das umliegende zivile Gebiet war betroffen.,
INC-125,Gaza European Hospital,FAC-010,Evakuierung,Das Krankenhaus wurde evakuiert und ist nicht mehr funktionsfähig; Patienten und Personal wurden evakuiert.,"Das israelische Militär erließ einen Evakuierungsbefehl für den östlichen Teil von Khan Younis und Rafah. Obwohl später klargestellt wurde, dass das Europäische Gaza-Krankenhaus nicht direkt von dem Befehl betroffen war, veranlassten Angst und frühere Erfahrungen Patienten und medizinisches Personal zur Flucht. Bis zum 2. Juli hatten alle Patienten und Mitarbeiter (etwa 320 Personen) das Krankenhaus verlassen, und es war völlig leer. Die Patienten wurden hauptsächlich in den Nasser-Klinikkomplex verlegt, der jedoch schnell überfüllt war.",
INC-126,Gaza European Hospital,FAC-010,Drohnenangriff – in der Nähe,Es wurden keine bestätigten Opfer gemeldet.,Das Gebiet um das Europäische Krankenhaus in Khan Younis wurde Berichten zufolge von Drohnen angegriffen. Der Bericht enthält keine genauen Angaben zu Todesfällen oder Verletzungen im Zusammenhang mit diesem Vorfall.,
INC-127,Gaza European Hospital,FAC-010,Luftangriff,"Das Krankenhaus wurde schwer beschädigt und ist nicht mehr funktionsfähig; die Evakuierungszentrale ist außer Betrieb; wichtige Infrastruktur (darunter Sauerstoffleitungen und Abwassersysteme) wurde zerstört; das Krankenhaus ist praktisch nicht mehr in Betrieb. Berichten zufolge wurden 19 Menschen getötet und mehr als 40 verletzt, darunter vier Journalisten. Nach dem Anschlag musste Ärzte ohne Grenzen (MSF), die im Krankenhaus tätig waren, die ambulanten Sprechstunden einstellen und die Anzahl der MSF-Mitarbeiter in der Einrichtung reduzieren.","Das Europäische Gaza-Krankenhaus in Khan Younis wurde von israelischen Luftangriffen getroffen, die dem Innenhof und der Umgebung galten. Die Angriffe verursachten schwere Gebäudeschäden und führten zum Zusammenbruch wichtiger medizinischer Infrastruktur. Das Krankenhaus, das als wichtiges Zentrum für medizinische Evakuierungen und Behandlungen diente, war nicht mehr funktionsfähig. Evakuierungsmaßnahmen liefen zu diesem Zeitpunkt noch, und die WHO bestätigte später, dass die koordinierten Evakuierten während der Evakuierung selbst trotz des Angriffs auf die Einrichtung nicht verletzt wurden.",
INC-128,Indonesian Hospital,FAC-007,Belagerung (Treibstoffknappheit),Betrieb eingestellt,Der Betrieb wurde aufgrund von Treibstoffmangel eingestellt.,"Am 2. November meldete das Gesundheitsministerium, dass der Hauptstromgenerator des indonesischen Krankenhauses im nördlichen Gazastreifen aufgrund von Treibstoffmangel ausgefallen war. In diesem Krankenhaus wurden Hunderte von Menschen behandelt, die bei den jüngsten Kämpfen im Lager Jabalia verletzt worden waren. Dadurch waren Hunderte von Schwerverletzten der unmittelbaren Gefahr ausgesetzt, zu sterben oder lebenslange Behinderungen zu erleiden. Auch dem Shifa-Krankenhaus in Gaza-Stadt ist der Treibstoff Berichten zufolge fast ausgegangen. Seit Beginn der Kampfhandlungen sind 14 von 35 Krankenhäusern mit stationären Betten außer Betrieb, und 51 (71 Prozent) aller 72 Einrichtungen der Primärversorgung im Gazastreifen sind aufgrund von Schäden oder Treibstoffmangel nicht funktionsfähig."
INC-129,Indonesian Hospital,FAC-007,Luftangriff,"direkt getroffen, hohe, aber unbestätigte Opferzahl","Am 3. November, etwa zur gleichen Zeit, wurden das Al-Quds-Krankenhaus in Gaza-Stadt und das indonesische Krankenhaus im nördlichen Gazastreifen Berichten zufolge bei Luftangriffen getroffen, was zu einer großen, aber noch nicht bestätigten Zahl von Opfern führte.",
INC-130,Indonesian Hospital,FAC-007,Streiks-Umgebung,In unmittelbarer Nähe setzten sich die Angriffe fort.,,
INC-131,Indonesian Hospital,FAC-007,Streiks-Umgebung,"In der Nähe des Krankenhauses wurden Angriffe verübt, bei denen Menschen getötet und Gebäude sowie Ausrüstung beschädigt wurden.",,
INC-132,Indonesian Hospital,FAC-007,Bombardierungsviszinität,"Die umliegenden Gebiete wurden beschädigt, es gab Todesfälle und Verletzungen, und die Decke im Inneren des Krankenhauses weist Schäden auf.","In Videos wird von Bombardierungen in der Nähe des Krankenhauses berichtet. Die Videos zeigen Einschläge in der Nähe des Krankenhauseingangs, woraufhin Menschen von draußen in das Krankenhausgebäude flüchten und dort Schutz suchen.",
INC-133,Indonesian Hospital,FAC-007,Umgebung des Luftangriffs,"Wohngebäude rund um das Krankenhaus wurden getroffen, Berichten zufolge durch Luftangriffe.",Innerhalb von 24 Stunden wurden Wohngebäude in der Nähe des indonesischen Krankenhauses und des AL-Shifa-Krankenhauses mutmaßlich durch Luftangriffe getroffen.,
INC-134,Indonesian Hospital,FAC-007,Bombardierungsumgebung,"Bombardierungen verursachten Schäden, wiederholte Evakuierungsanordnungen in den vorangegangenen Tagen.","Am 28. und 29. Oktober wurden Berichten zufolge die Umgebung des indonesischen Krankenhauses im nördlichen Gazastreifen bombardiert, wodurch Schäden entstanden.",
INC-135,Indonesian Hospital,FAC-007,"belagert, angegriffen",dies führte zu mindestens 12 Todesopfern.,,
INC-136,Indonesian Hospital,FAC-007,Schwere Schläge,"Es wurden schwere Einschläge im und um das Krankenhaus gemeldet, die die chirurgische Abteilung trafen.",Rund 500 Patienten und Mitarbeiter wurden aus dem Krankenhaus evakuiert.,
INC-137,Indonesian Hospital,FAC-007,Schlag,Das Krankenhaus ist weiterhin von israelischen Panzern umzingelt. Am 23. November gegen 22:00 Uhr wurde das Krankenhaus erneut getroffen und beschädigt.,,
INC-138,Indonesian Hospital,FAC-007,Luftangriff,Anschließend drangen Truppen in das Krankenhaus ein.,,
INC-139,Indonesian Hospital,FAC-007,schlagen,Am 25. Dezember getroffen und zerstört,,
INC-140,Indonesian Hospital,FAC-007,Beschuss,Das Krankenhaus ist weiterhin außer Betrieb und wurde kürzlich durch Beschuss beschädigt.,,
INC-141,Indonesian Hospital,FAC-007,unbekannter Brand,"Israelische Streitkräfte eröffneten das Feuer, wodurch ein Arzt verletzt, drei Stromgeneratoren zerstört und das dritte Stockwerk des Krankenhauses sowie Wassertanks beschädigt wurden.",,
INC-142,Indonesian Hospital,FAC-007,unbekannt,Berichten zufolge wurden am 25. März bei Angriffen in der Nähe des indonesischen Krankenhauses drei palästinensische Kinder getötet und zwei weitere verletzt.,,
INC-143,Indonesian Hospital,FAC-007,Außer Betrieb,Seit dem 15. Mai außer Betrieb,,"Der Zugang zu lebenswichtigen Gesundheitsdiensten verschlechtert sich zusehends, da weitere Evakuierungsanordnungen erlassen und die Militäroperationen in den betroffenen Gebieten intensiviert werden. Am 14. Mai gab Ärzte ohne Grenzen (MSF) bekannt, dass sie sich aus dem indonesischen Feldlazarett zurückgezogen haben, nachdem sie dort seit Dezember 2023 verletzte Patienten nach Operationen versorgt hatten. Die NGO begründete diese Entscheidung mit der „vorrückenden Offensive“ in Rafah und dem „Muster systematischer Angriffe auf medizinische Einrichtungen und zivile Infrastruktur“, das sie seit Beginn des Konflikts beobachtet hatte. Ihre Teams hätten seit Oktober 2023 26 gewaltsame Vorfälle erlebt, darunter „Luftangriffe auf Krankenhäuser, Panzerbeschuss auf vereinbarte, dekonfliktfreie Unterkünfte, Bodenoffensiven gegen medizinische Zentren und Beschuss von Konvois“. Während MSF ihre Präsenz in Rafah reduziert, hat sie die Arbeit im Nasser-Krankenhauskomplex in Khan Younis wieder aufgenommen und bietet dort unter anderem orthopädische Chirurgie und Brandverletztenversorgung an."
INC-144,Indonesian Hospital,FAC-007,Angriff,"Zwischen dem 2. und 8. Dezember wurde das Krankenhaus viermal angegriffen, wobei drei medizinische Mitarbeiter und sechs Patienten verletzt und der Stromgenerator sowie die Wassertanks beschädigt wurden.",,"Das indonesische Notfallteam (EMT), das am 1. Dezember von der Weltgesundheitsorganisation (WHO) nach fünf verweigerten Zutrittsversuchen in das Krankenhaus entsandt worden war, musste evakuiert werden, da Vertriebene, Pflegekräfte und viele verletzte Patienten aus dem Krankenhaus flohen und Panik ausbrach, so WHO-Generaldirektor Tedros Adhanom Ghebreyesus. Der WHO-Chef fügte hinzu, dass 33 Menschen in unmittelbarer Nähe des Kamal-Adwan-Krankenhauses bei heftigen Bombardierungen und Kampfhandlungen getötet wurden. Er bezeichnete das Krankenhaus als eine der letzten Lebensadern für die Bevölkerung im Nordgaza. Darüber hinaus wurde das indonesische Krankenhaus in Beit Lahiya zwischen dem 2. und 8. Dezember viermal angegriffen, wobei drei medizinische Mitarbeiter und sechs Patienten verletzt und der Stromgenerator sowie die Wassertanks beschädigt wurden. Ebenfalls im Nordgaza wurden am 3. Dezember das fünfte Stockwerk und der Innenhof des Al-Awda-Krankenhauses in Jabalya getroffen; es wurden jedoch keine Opfer gemeldet."
INC-145,Indonesian Hospital,FAC-007,Schlag,"Die obersten Stockwerke und der Vorgarten des indonesischen Krankenhauses, in dem mehr als 40 Trauma- und chronisch kranke Patienten sowie medizinisches Personal untergebracht waren, wurden getroffen und waren vollständig vom Stromausfall betroffen.",,"Am 18. und 19. Oktober trafen israelische Angriffe Berichten zufolge alle drei verbliebenen Krankenhäuser im Gouvernement Nord-Gaza: Kamal Adwan, das indonesische Krankenhaus und Al-Awda. Laut Gesundheitsministerium wurden die obersten Stockwerke und der Vorplatz des indonesischen Krankenhauses, in dem sich über 40 Trauma- und chronisch kranke Patienten sowie medizinisches Personal befanden, getroffen und es kam zu einem vollständigen Stromausfall. Zwei schwerkranke Patienten starben daraufhin aufgrund des Strom- und Versorgungsmangels, so das Gesundheitsministerium weiter. Auch das Al-Awda-Krankenhaus und der Laboreingang des Kamal-Adwan-Krankenhauses wurden getroffen, was zu Opfern führte, wie die Al-Awda-Gesundheits- und Gemeindevereinigung und das Gesundheitsministerium mitteilten. Am 21. Oktober gelang es einer komplexen Mission unter der Leitung der Weltgesundheitsorganisation (WHO) in Zusammenarbeit mit dem Büro für die Koordinierung humanitärer Angelegenheiten (OCHA), dem Minenräumdienst der Vereinten Nationen (UNMAS) und dem Palästinensischen Roten Halbmond (PRCS), 14 schwerkranke Patienten und 10 Betreuer vom Kamal-Adwan-Krankenhaus in das Al-Shifa-Krankenhaus im Gouvernement Gaza zu evakuieren. Die Mission, die am 20. Oktober von Deir al-Balah aus gestartet war, musste aufgrund heftiger Kämpfe in der Region die Nacht im Kamal-Adwan-Krankenhaus verbringen und konnte erst am folgenden Tag nach Al-Shifa weiterreisen. Am 21. Oktober befanden sich insgesamt noch 100 Patienten im Kamal-Adwan-Krankenhaus, darunter sieben Erwachsene und sieben Kinder auf der Intensivstation. Die Notaufnahme wurde ständig mit neuen Verletzten überflutet; allein zwischen dem 20. und 21. Oktober wurden innerhalb von 24 Stunden rund 200 Traumapatienten eingeliefert, darunter 53 bereits Verstorbene. Am 21. Oktober berichtete der Direktor des Kamal-Adwan-Krankenhauses, dass die Blutkonserven aufgebraucht seien, das medizinische Personal ohne Verpflegung unermüdlich arbeite, zahlreiche Patienten aufgrund der begrenzten Kapazitäten ihren Verletzungen erlegen seien und weitere Verwundete unverletzt auf den Straßen lägen. Unterdessen erschweren Kommunikationsprobleme aufgrund von Internetausfällen die Bemühungen, sich ein Bild von der Lage in den indonesischen und den Al-Awda-Krankenhäusern zu machen, wie der Gesundheitscluster mitteilt. Darüber hinaus sind derzeit keine medizinischen Stationen des UNRWA im Nordgaza in Betrieb."
INC-146,Indonesian Hospital,FAC-007,Mauerabriss,"Die WHO stellte am 24. Oktober fest, dass die Umfassungsmauer der Einrichtung abgerissen worden war.",,
INC-147,Indonesian Hospital,FAC-007,Invasion,"Am 24. Dezember drang das israelische Militär ein und ordnete die Evakuierung von Patienten, Pflegekräften und Mitarbeitern an.",,
INC-148,Indonesian Hospital,FAC-007,"Angriffe, eingeschränkter Zugriff","Aufgrund struktureller Schäden war das Krankenhaus außer Betrieb, es herrschte akuter Blutmangel. Israelische Streitkräfte blockierten den Zugang zum Krankenhaus, zerstörten das Nordtor und planierten den Innenhof.","Zwischen dem 15. und 23. Mai wurde das Al-Awda-Krankenhaus im Nord-Gaza wiederholt angegriffen. Nachdem sowohl das indonesische als auch das Kamal-Adwan-Krankenhaus ihren Betrieb eingestellt hatten, war Al-Awda das einzige Krankenhaus im Gouvernement, das – wenn auch unter extremen Bedingungen – noch teilweise funktionsfähig war. Seit dem 19. Mai verhindern anhaltende Kampfhandlungen und die schwierige Erreichbarkeit des Krankenhauses, dass Patienten es erreichen können. Am 21. Mai wurde Berichten zufolge das dritte Stockwerk des Krankenhauses getroffen, wobei ein Mitarbeiter verletzt wurde. Die Kampfhandlungen in der Region beschädigten außerdem den Wassertank und die Wasserleitung des Krankenhauses. Am 22. Mai wurden Berichten zufolge das dritte und vierte Stockwerk des Krankenhauses getroffen, wobei zwei Gesundheitspersonal verletzt wurden. Patientenzelte, darunter eines von der WHO bereitgestellte, gerieten in Brand, wodurch auch sämtliche medizinischen Vorräte im Lager und Fahrzeuge im Keller zerstört wurden. Laut WHO droht Al-Awda aufgrund der anhaltenden Unsicherheit und der eingeschränkten Erreichbarkeit die Schließung.",
INC-149,Indonesian Hospital,FAC-007,Schlag,"Die Notstromaggregate des Krankenhauses wurden beschädigt, was zu einem Großbrand und einem totalen Stromausfall führte.","Am 19. Mai wurden die Notstromaggregate des Krankenhauses getroffen, was einen Großbrand und einen vollständigen Stromausfall verursachte. Am 20. Mai berichtete die WHO, dass das Krankenhaus aufgrund heftiger Kampfhandlungen kaum noch funktionsfähig war; Straßen waren zerstört und nur noch 15 Personen befanden sich im Gebäude, die dringend Nahrung und Wasser benötigten.",
INC-150,International Eye Hospital,FAC-017,,"Das Erdgeschoss des Gebäudes wurde völlig zerstört, dann wurde das Gebäude erneut getroffen und in Schutt und Asche gelegt.","„Ein Bild zeigt das völlig zerstörte Erdgeschoss des Gebäudes. Das Gebäude wurde vermutlich erneut getroffen und in Schutt und Asche gelegt. Auf Satellitenbildern ist ein großer Krater zu sehen, der die Folgen eines mutmaßlichen israelischen Luftangriffs zeigt.“",
INC-151,International Medical Corps Field Hospital,FAC-037,Bewaffnete Auseinandersetzungen / Kämpfe,Die Eskalation der Kämpfe zwang es zur Verlegung in sein zweites Feldlazarett in Deir al Balah.,"Am 5. Juni gab das International Medical Corps (IMC) bekannt, dass die Eskalation der Kämpfe es gezwungen habe, seine gesamte Ausrüstung und seinen gesamten Betrieb von seinem Feldlazarett mit 160 Betten im Gouvernement Rafah in sein zweites Feldlazarett in Deir al Balah zu verlegen, wodurch es weiterhin wichtige Gesundheitsdienste leisten könne, „während gleichzeitig die Sicherheit seiner Patienten und Mitarbeiter gewährleistet wird“.",
INC-152,Jordanian Field Hospital,FAC-029,Artilleriebeschuss,Sieben der medizinischen Mitarbeiter wurden verletzt.,"Am 15. November gegen 20:30 Uhr traf eine von israelischen Streitkräften abgefeuerte Granate das jordanische Feldlazarett in Gaza-Stadt und verletzte sieben Mitglieder des medizinischen Teams, die dem jordanischen königlichen medizinischen Dienst angehörten.",
INC-153,Jordanian Field Hospital,FAC-029,Artilleriebeschuss,Der anhaltende Beschuss beschädigte das Krankenhaus und seine Ausrüstung und blockierte zudem die umliegenden Zufahrtswege.,"Die JAF gab die Verlegung des Krankenhauses aus dem Gebiet Tal al Hawa in Gaza-Stadt nach Khan Younis bekannt und begründete dies mit Sicherheitsbedenken für das Personal. Die JAF merkte an, dass anhaltender Beschuss und schwere Bombenangriffe in den letzten Wochen die Fassade und die Ausrüstung des Krankenhauses beschädigt hätten, das Krankenhaus zunehmend isoliert sei und die Zufahrtsstraße gefährlich geworden sei.",
INC-154,Jordanian Field Hospital - Khan Yunis,FAC-030,Artilleriebeschuss,verursachten Sachschaden,"Am 9. Dezember wurde die Umgebung des Krankenhauses beschossen, wodurch Sachschaden entstand. Es wurden keine Opfer gemeldet.",
INC-155,Jordanian Field Hospital - Khan Yunis,FAC-030,Artilleriebeschuss,"Schwer beschädigt, ein Mitarbeiter und ein Patient wurden verletzt.","Am 17. Januar teilte die jordanische Armee laut Medienberichten mit, dass ihr Feldlazarett in Khan Younis bei einem Beschuss durch israelische Streitkräfte in der Region schwer beschädigt worden sei und ein Mitarbeiter sowie ein Patient verletzt worden seien.",
INC-156,Jordanian Field Hospital - Khan Yunis,FAC-030,Direkter Treffer (Umgebung),"indirekte Schäden an der Umgebung, die sich auf das Grundstück oder die Umgebung auswirken","Zwischen dem 17. und 19. Mai wurde die Einrichtung, wie viele andere im Gazastreifen, indirekt beschädigt, als nahegelegene israelische Angriffe ihr Gelände oder die Umgebung trafen.",
INC-157,Kamal Adwan Hospital,FAC-001,Luftangriff,"Zwei Serien von Luftangriffen trafen die Stadt in Jabalia, wobei bei einem der Angriffe vier Tote und neun Verletzte gemeldet wurden.",,
INC-158,Kamal Adwan Hospital,FAC-001,Kampf - Umgebung,Heftige Kämpfe in der Nähe erforderten die Evakuierung von Patienten.,,
INC-159,Kamal Adwan Hospital,FAC-001,Streiks-Umgebung,"In der Nähe des Krankenhauses wurden Angriffe verübt, bei denen Menschen getötet und Gebäude sowie Ausrüstung beschädigt wurden.",,
INC-160,Kamal Adwan Hospital,FAC-001,unbekannt,Die Geburtsabteilung wurde getroffen.,,
INC-161,Kamal Adwan Hospital,FAC-001,Bombardierung,Schweres Bombardement führte zu Dutzenden Toten,,
INC-162,Kamal Adwan Hospital,FAC-001,Bombardierungsumgebung,Krankenhausumgebung stark bombardiert,,
INC-163,Kamal Adwan Hospital,FAC-001,Invasion,Überfall durch israelische Streitkräfte,,
INC-164,Kamal Adwan Hospital,FAC-001,Invasion,"Überfall durch israelische Truppen, begleitet von Panzern",,
INC-165,Kamal Adwan Hospital,FAC-001,Invasion,"Überfall durch israelische Truppen, begleitet von Panzern",,
INC-166,Kamal Adwan Hospital,FAC-001,Invasion,Die israelischen Streitkräfte zogen sich nach viertägiger Belagerung der Anlage zurück.,,
INC-167,Kamal Adwan Hospital,FAC-001,unbekannt,Wegen Strom- und Treibstoffmangels für den Generator außer Betrieb genommen.,,
INC-168,Kamal Adwan Hospital,FAC-001,Luftangriffe – Umgebung,Der Leiter der Intensivstation wurde bei einem israelischen Luftangriff getötet. Vor der Aufnahme und der Notaufnahme lagen Bomben mit kleinem Durchmesser.,,
INC-169,Kamal Adwan Hospital,FAC-001,Schlag,Das dritte Stockwerk des Krankenhauses wurde am 31. Oktober und 3. November zweimal direkt getroffen.,,
INC-170,Kamal Adwan Hospital,FAC-001,Feindseligkeiten-Umgebung,Der Zugang wird zunehmend schwieriger; in der Nähe des Krankenhauses kam es zu heftigen Kampfhandlungen.,,
INC-171,Kamal Adwan Hospital,FAC-001,"belagert, angegriffen","Am 21. Mai wurde das Gebäude viermal getroffen, wodurch die Intensivstation, die Rezeption, die Verwaltung und das Dach beschädigt wurden.",Das Kamal-Adwan-Krankenhaus ist nicht mehr in Betrieb.,
INC-172,Kamal Adwan Hospital,FAC-001,evakuiert,Alle Gesundheitsmitarbeiter und Patienten wurden evakuiert.,,
INC-173,Kamal Adwan Hospital,FAC-001,"Bombardierungen, Artilleriebeschuss","Zwischen dem 3. und 7. Dezember wurde das Krankenhaus viermal mit Feuer, Bomben und Granaten angegriffen. Dabei kamen sieben Menschen ums Leben, darunter vier Sanitäter und ein Kind. Mindestens drei weitere medizinische Mitarbeiter sowie Patienten und Begleitpersonen wurden verletzt. Wasser- und Treibstofftanks sowie die Sauerstoffstation wurden beschädigt. Am 6. Dezember umstellten israelische Panzer das Krankenhaus und ordneten die Evakuierung an.",,
INC-174,Kamal Adwan Hospital,FAC-001,Schlag,Auch der Eingang zum Labor von Kamal Adwan wurde getroffen.,,
INC-175,Kamal Adwan Hospital,FAC-001,Invasion,"Am 25./26. Oktober drangen israelische Soldaten in das Krankenhaus ein. Einige Mitarbeiter wurden verletzt, drei Krankenwagen, ein Transportfahrzeug und die Solaranlage zur Stromerzeugung wurden zerstört. Von den 70 Mitarbeitern des Krankenhauses wurden 44 Männer festgenommen.",,
INC-176,Kamal Adwan Hospital,FAC-001,Angriffe,"Zwischen dem 11. und 17. Dezember kam es fast täglich zu Angriffen auf oder in unmittelbarer Nähe des Krankenhauses. Trümmer und Explosionen zerstörten Türen und Fenster, verursachten weitere Schäden an Wassertanks, Stromgeneratoren und der Sauerstoffversorgung und lösten einen Brand im dritten Stock des Krankenhauses aus.",,
INC-177,Kamal Adwan Hospital,FAC-001,Schlag,Bei einem Anschlag auf das Krankenhaustor wurden sechs Palästinenser getötet und weitere verletzt. Am 18. November trafen Granatsplitter Personal auf der Intensivstation.,,
INC-178,Kamal Adwan Hospital,FAC-001,Schlag,"Ist weiterhin angegriffen worden, mit mindestens sieben Angriffen",,
